Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears_Edu_Company,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,AbsentDays,OvertimeFlag
35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,534,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,9.0,4.0,1.0,3.0,2,4,9.812394349477682,15,1
33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,535,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,14.0,1.0,3.0,3.0,3,3,7.795180737506065,20,0
28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,536,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,4.0,1.0,3.0,2.0,3,3,6.665248419150858,3,0
34,No,Travel_Frequently,Sales,29,4,Marketing,1,537,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,7.0,1.0,4.0,2.0,3,3,6.688168328584994,15,0
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,538,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,8.0,4.0,4.0,3.0,2,4,10.582439909297051,4,1
25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,539,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,7.0,4.0,4.0,4.0,2,3,10.899974537037036,9,1
26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,540,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,1.0,3.0,2.0,4,3,7.810643776824034,16,0
33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,5.0,1.0,2.0,3.0,3,3,10.211385327635327,15,1
42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,542,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,23.0,4.0,1.0,3.0,2,3,6.781549408014572,5,0
28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,543,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,1.0,2.0,3.0,3,3,6.296936170212766,14,0
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,544,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,5.0,4.0,3.0,3.0,3,3,10.463207994579944,3,1
33,No,Travel_Frequently,Sales,9,3,Medical,1,545,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,4.0,2.0,3.0,2,3,8.041233424782808,6,0
34,No,Non-Travel,Sales,1,1,Marketing,1,546,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,6.0,3.0,4.0,3.0,3,4,7.120342066957788,20,0
48,No,Non-Travel,Sales,2,1,Life Sciences,1,547,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,27.0,1.0,4.0,2.0,3,3,6.210528752436647,21,0
45,No,Non-Travel,Research & Development,1,3,Medical,1,548,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,15.0,2.0,3.0,3.0,3,3,6.015613026819923,17,0
52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,549,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,18.0,2.0,2.0,3.0,3,3,7.982319788797062,7,0
38,No,Travel_Rarely,Research & Development,6,2,Medical,1,550,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,9.0,3.0,3.0,3.0,2,3,10.697828385065227,2,1
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,551,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,11.0,3.0,4.0,3.0,4,3,6.323727053140097,19,0
28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,552,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,10.0,4.0,2.0,2.0,3,3,6.89652719174871,12,0
46,No,Travel_Rarely,Research & Development,6,4,Medical,1,553,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,23.0,1.0,3.0,3.0,3,3,6.399091970121382,11,0
38,No,Travel_Rarely,Research & Development,7,4,Medical,1,554,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,10.0,4.0,2.0,3.0,3,4,7.389816810344827,17,0
43,No,Travel_Frequently,Research & Development,5,3,Medical,1,555,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,18.0,3.0,1.0,3.0,3,3,7.119895264116575,5,0
39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,556,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,21.0,1.0,4.0,3.0,3,3,7.1997842155460186,16,0
40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,557,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,21.0,3.0,3.0,4.0,3,3,5.9836842706904445,6,0
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,558,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,2.0,4.0,2.0,4.0,2,3,10.518713512241055,13,1
39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,559,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,9.0,3.0,2.0,2.0,3,3,6.195073915116834,16,0
36,No,Non-Travel,Research & Development,1,3,Medical,1,560,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,18.0,1.0,4.0,3.0,4,3,7.1957475845410634,19,0
31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,561,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,3.0,4.0,3.0,3,3,6.606262183235867,21,0
28,No,Travel_Rarely,Sales,2,4,Marketing,1,562,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,6.0,1.0,2.0,1.0,3,3,7.4839790448343075,21,0
35,No,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,5.0,4.0,4.0,3.0,3,3,6.5963852498787,20,0
49,No,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,22.0,4.0,2.0,3.0,2,4,7.172206521739131,19,0
34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,565,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,5.0,4.0,3.0,2.0,2,3,8.026111111111112,19,0
29,No,Travel_Frequently,Research & Development,1,4,Medical,1,566,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,8.0,4.0,2.0,2.0,1,3,7.10237188697318,17,0
42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,16.0,2.0,4.0,3.0,4,3,7.202196251129179,3,0
29,No,Travel_Rarely,Sales,4,2,Other,1,568,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,10.0,2.0,4.0,2.0,1,4,10.8985589569161,4,1
38,No,Travel_Rarely,Research & Development,1,3,Medical,1,569,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,7.0,3.0,3.0,4.0,2,3,6.523463618485743,23,0
28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,570,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3.0,3,3,10.684742231638417,13,1
18,Yes,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,0.0,3.0,3.0,3.0,4,3,6.993391500474834,15,0
33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,572,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,6.0,1.0,1.0,3.0,2,3,8.983830721747388,15,0
41,No,Travel_Rarely,Research & Development,4,2,Medical,1,573,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,6.0,2.0,4.0,3.0,3,3,8.124268207282913,11,0
31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,574,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,2.0,3.0,3.0,2.0,4,3,7.129567099567099,18,0
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,575,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,,2,6,1,3,15.0,3.0,4.0,3.0,3,3,8.00203096539162,5,0
27,No,Travel_Rarely,Research & Development,6,2,Medical,1,576,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,4.0,4.0,3.0,3.0,3,3,7.415027420123986,16,0
34,No,Travel_Rarely,Sales,1,1,Marketing,1,577,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,6.0,2.0,3.0,2.0,3,3,7.086783816425121,19,0
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,578,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,6.0,3.0,3.0,1.0,2,3,6.8021223599632705,7,0
29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,579,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,11.0,4.0,1.0,1.0,1,3,6.792666201766621,10,0
40,No,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,20.0,2.0,3.0,2.0,1,3,6.714373219373219,15,0
42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,581,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,22.0,3.0,1.0,2.0,1,3,8.01858706108706,18,0
42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,582,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,9.0,2.0,1.0,4.0,2,4,7.694989177489178,18,0
35,No,Travel_Rarely,Research & Development,5,3,Medical,1,583,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,10.0,4.0,3.0,3.0,3,4,7.065130934899657,22,0
24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,584,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,6.0,4.0,2.0,3.0,3,3,7.90828216374269,21,0
28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,585,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,1.0,3.0,4.0,2.0,1,3,10.291057422969187,11,1
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,586,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,8.0,1.0,4.0,3.0,3,4,7.521268861454047,6,0
30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,587,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,10.0,3.0,3.0,3.0,3,3,7.68925080682342,8,0
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,588,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,16.0,3.0,4.0,1.0,3,4,10.515668510834487,8,1
35,No,Travel_Rarely,Research & Development,18,5,Medical,1,589,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,15.0,3.0,2.0,4.0,3,3,6.89815166432255,12,0
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,590,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,14.0,4.0,1.0,3.0,3,3,7.492503429355281,6,0
35,No,Travel_Frequently,Research & Development,3,3,Medical,1,591,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,2.0,4.0,4.0,4.0,3,3,7.986484953703704,9,0
43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,592,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,7.0,1.0,3.0,2.0,3,3,7.510137741046832,7,0
32,No,Non-Travel,Research & Development,11,2,Other,1,593,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,1.0,3.0,1.0,3.0,2,3,6.5948269980506815,21,0
56,No,Travel_Rarely,Research & Development,3,2,Other,1,594,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2,28.0,4.0,1.0,3.0,1,3,6.282283677482793,23,0
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,595,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,10.0,2.0,4.0,3.0,3,4,7.468521241830065,11,0
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,596,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,1.0,3.0,1.0,3.0,3,3,7.2852440725244065,10,0
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,597,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,7.0,1.0,3.0,2.0,3,3,8.797695810564663,5,0
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,598,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,14.0,4.0,4.0,2.0,1,3,6.775005715592137,6,0
20,No,Travel_Rarely,Research & Development,6,3,Medical,1,599,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,2.0,1.0,3.0,2.0,3,3,6.699550094966762,15,0
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,600,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,6.0,3.0,3.0,3.0,1,3,10.402478354978355,18,1
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,601,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,26.0,4.0,3.0,3.0,2,3,5.996221993598536,6,0
29,No,Travel_Rarely,Research & Development,23,3,Medical,1,602,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,6.0,2.0,4.0,2.0,3,3,8.894559306141584,12,0
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,603,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,1.0,3.0,4.0,3.0,2,4,9.87862283169245,12,1
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,604,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,28.0,3.0,1.0,3.0,3,3,5.993167372881356,13,0
44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,605,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,6.0,4.0,3.0,3.0,3,3,6.1708656609195405,17,0
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,606,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,5.0,2.0,3.0,3.0,1,3,7.820513361462728,12,0
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,607,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,5.0,1.0,1.0,1.0,4,3,7.181788194444445,9,0
30,No,Travel_Rarely,Sales,20,3,Marketing,1,608,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,8.0,3.0,1.0,3.0,2,3,7.494121557454892,15,0
40,No,Travel_Frequently,Sales,9,3,Medical,1,609,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,5.0,2.0,2.0,3.0,4,3,6.791671583087512,23,0
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,610,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,32.0,4.0,1.0,3.0,3,4,7.228327522082752,10,0
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,611,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,6.0,4.0,1.0,3.0,3,3,7.196454031465094,23,0
46,No,Travel_Rarely,Research & Development,8,4,Other,1,612,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,25.0,4.0,2.0,3.0,3,4,7.2899132676980765,12,0
35,No,Travel_Rarely,Sales,4,4,Marketing,1,613,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,15.0,3.0,1.0,3.0,2,4,8.498400423728814,13,0
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,614,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,1.0,4.0,2.0,1.0,3,3,6.56247552618698,22,0
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,615,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,10.0,2.0,3.0,2.0,2,3,6.017825712881023,23,0
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,616,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,7.0,3.0,3.0,3.0,4,3,6.583521348859777,20,0
30,No,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,10.0,3.0,3.0,2.0,3,3,6.008942837465565,7,0
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,618,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,20.0,4.0,4.0,3.0,1,3,7.590850914205345,12,0
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,619,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,2.0,3.0,4.0,3.0,2,3,6.2810387488328665,11,0
46,No,Travel_Rarely,Sales,9,1,Medical,1,620,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,12.0,4.0,4.0,2.0,3,4,6.215752415458937,19,0
42,No,Non-Travel,Research & Development,5,4,Medical,1,621,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,10.0,4.0,1.0,4.0,2,3,7.501866898148148,9,0
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,622,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,12.0,2.0,4.0,3.0,3,3,8.617627847512784,10,0
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,623,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,2.0,3.0,2.0,3.0,3,3,7.265763593380615,14,0
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,624,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,10.0,4.0,3.0,3.0,3,3,8.39286799620133,15,0
36,No,Travel_Rarely,Sales,3,2,Marketing,1,625,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,17.0,3.0,1.0,3.0,2,3,8.036303688141924,11,0
33,No,Travel_Rarely,Sales,26,2,Marketing,1,626,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,15.0,1.0,4.0,3.0,3,3,6.055536562203229,15,0
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,627,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,7.0,2.0,2.0,4.0,1,3,7.291101449275362,19,0
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,628,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,5.0,3.0,4.0,3.0,3,4,8.01433970856102,5,0
30,No,Travel_Rarely,Sales,9,3,Marketing,1,629,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,12.0,4.0,2.0,3.0,2,3,9.183357843137255,11,1
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,630,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,20.0,1.0,1.0,3.0,3,3,9.528811791383221,4,1
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,631,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,16.0,3.0,4.0,2.0,2,4,9.807640027322403,5,1
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,632,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,9.0,1.0,1.0,2.0,3,4,9.17621483071054,16,1
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,633,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,33.0,4.0,3.0,1.0,2,3,6.318405392840538,10,0
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,10.0,1.0,4.0,3.0,3,4,6.005806030389365,15,0
19,Yes,Non-Travel,Sales,2,2,Other,1,635,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,1.0,1.0,2.0,4.0,3,3,8.388885357815443,13,0
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,636,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,3.0,1.0,4.0,3.0,3,4,7.3763780193236705,19,0
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,637,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9,36.0,4.0,4.0,3.0,3,3,7.671983151183971,5,0
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,638,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1,6.0,3.0,1.0,2.0,3,3,8.591818287037036,9,0
31,No,Travel_Rarely,Sales,24,1,Marketing,1,639,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,10.0,3.0,1.0,3.0,4,3,7.271392419962335,13,0
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,640,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,13.0,3.0,4.0,3.0,3,3,7.370457175925925,9,0
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,25.0,3.0,4.0,3.0,3,3,6.593010037348272,11,0
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,642,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,23.0,1.0,3.0,4.0,2,3,6.701772197962154,20,0
36,No,Travel_Frequently,Sales,5,2,Marketing,1,643,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,12.0,3.0,2.0,2.0,3,3,6.086726108824874,6,0
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,7.0,4.0,2.0,2.0,4,3,6.085262855831036,7,0
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,645,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,5.0,1.0,3.0,3.0,3,3,7.984060846560848,18,0
29,No,Travel_Rarely,Sales,17,4,Medical,1,646,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,6.0,3.0,4.0,3.0,3,3,8.795437641723355,4,0
48,No,Travel_Rarely,Sales,1,1,Marketing,1,647,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,25.0,4.0,4.0,4.0,3,3,6.1804967727063165,8,0
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,648,Female,2,Healthcare Representative,Divorced,48050,1.0,Y,16,8,1,9.0,2,7,1,7,9.0,4.0,4.0,2.0,3,3,6.917482492997199,11,0
34,No,Travel_Rarely,Sales,9,4,Medical,1,649,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,2.0,3.0,3.0,2.0,3,3,5.984335901027078,11,0
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,650,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,26.0,2.0,2.0,3.0,3,3,7.022967334287077,16,0
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,651,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,10.0,4.0,3.0,3.0,4,3,11.030960351377018,15,1
19,No,Travel_Rarely,Sales,2,4,Marketing,1,652,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,1.0,2.0,4.0,3.0,3,4,10.783780400572246,16,1
23,No,Travel_Rarely,Sales,2,3,Medical,1,653,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,1.0,4.0,3.0,3.0,3,3,7.485170093000489,22,0
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,1.0,3.0,4.0,3.0,3,3,9.204768897996358,5,1
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,8.0,3.0,4.0,2.0,3,3,8.687972789115646,4,0
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,26.0,1.0,2.0,3.0,3,3,9.878690476190476,18,1
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,657,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,34.0,4.0,2.0,3.0,4,4,9.62288310185185,9,1
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,658,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,2.0,1.0,3.0,1.0,3,3,7.5946807284462885,8,0
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,659,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,26.0,4.0,2.0,3.0,1,3,6.901101774042949,11,0
